,dayl,prcp,srad,swe,tmax,tmin,vp,TM
4689,38359.71,20.13,180.22,0.0,25.38,15.89,1792.12,1992-11-02
4690,38042.96,4.78,247.31,0.0,23.54,12.3,1431.28,1992-11-03
4691,38015.99,30.28,155.81,0.0,24.38,16.12,1823.83,1992-11-04
4692,38015.99,43.74,167.63,0.0,21.41,12.71,1466.66,1992-11-05
4693,37902.82,4.53,244.19,0.0,15.52,2.99,758.9,1992-11-06
4694,37670.39,0.0,300.3,0.0,13.87,1.76,696.61,1992-11-07
4695,37670.39,0.0,328.46,0.0,15.01,0.72,642.48,1992-11-08
4696,37670.39,0.0,312.55,0.0,16.21,2.81,745.0,1992-11-09
4697,37511.89,0.36,237.83,0.0,15.71,6.31,944.65,1992-11-10
4698,37324.8,0.0,224.53,0.0,17.67,8.83,1146.65,1992-11-11
4699,37324.8,8.14,156.17,0.0,22.21,13.83,1586.27,1992-11-12
4700,37324.8,16.1,242.78,0.0,21.85,7.0,999.76,1992-11-13
4701,37211.61,0.0,336.42,0.0,16.33,1.13,654.0,1992-11-14
4702,36983.0,0.0,331.44,0.0,17.28,2.21,720.0,1992-11-15
4703,36979.2,0.0,319.55,0.0,16.93,2.65,732.73,1992-11-16
4704,36979.2,0.0,323.69,0.0,15.65,0.86,641.41,1992-11-17
4705,36960.25,0.0,342.41,0.0,19.7,2.25,721.74,1992-11-18
4706,36777.5,0.0,326.77,0.0,23.06,6.43,955.5,1992-11-19
4707,36633.61,0.0,275.07,0.0,22.71,10.2,1256.01,1992-11-20
4708,36633.61,20.45,140.01,0.0,20.69,13.08,1499.38,1992-11-21
4709,36633.61,7.67,116.83,0.0,23.15,16.77,1904.03,1992-11-22
4710,36614.66,11.26,212.06,0.0,23.22,10.42,1273.65,1992-11-23
4711,36431.9,7.8,153.15,0.0,19.64,11.58,1366.32,1992-11-24
4712,36291.81,30.28,126.95,0.0,21.31,14.79,1683.38,1992-11-25
4713,36288.0,73.81,170.42,0.0,19.9,11.1,1327.64,1992-11-26
4714,36288.0,6.97,183.31,0.0,13.85,5.45,905.83,1992-11-27
4715,36288.0,0.0,265.44,0.0,11.35,1.28,662.59,1992-11-28
4716,36245.19,0.0,303.62,0.0,10.91,-1.64,546.4,1992-11-29
4717,36129.52,0.0,327.43,0.0,13.16,-1.99,521.05,1992-11-30
4718,36003.62,0.0,304.94,0.0,14.3,1.0,640.37,1992-12-01
4719,35946.2,0.0,306.33,0.0,13.69,0.12,611.3,1992-12-02
4720,35942.39,0.0,332.04,0.0,14.33,-2.28,520.0,1992-12-03
4721,35942.39,0.0,319.93,0.0,14.79,-0.85,572.05,1992-12-04
4722,35942.39,0.19,255.59,0.0,14.79,3.76,799.25,1992-12-05
4723,35942.39,0.0,251.27,0.0,10.57,0.28,621.77,1992-12-06
4724,35923.45,8.01,134.12,0.0,9.91,3.16,773.16,1992-12-07
4725,35868.04,5.27,158.61,0.0,9.86,1.79,703.32,1992-12-08
4726,35783.88,0.0,195.15,0.0,8.83,1.62,689.93,1992-12-09
4727,35740.7,22.61,147.63,0.0,11.1,3.75,799.75,1992-12-10
4728,35658.0,0.0,255.25,0.0,13.74,3.34,787.28,1992-12-11
4729,35623.75,0.0,289.46,0.0,12.71,-0.01,600.0,1992-12-12
4730,35600.59,0.0,308.33,0.0,13.51,-0.96,568.29,1992-12-13
4731,35596.79,0.0,263.5,0.0,13.46,2.54,725.22,1992-12-14
4732,35596.79,0.0,234.24,0.0,12.59,3.46,788.19,1992-12-15
4733,35596.79,0.0,232.6,0.0,16.33,7.13,1010.02,1992-12-16
4734,35596.79,28.04,143.52,0.0,19.19,11.87,1389.52,1992-12-17
4735,35596.79,13.51,238.44,0.0,17.21,1.84,701.28,1992-12-18
4736,35596.79,0.0,291.83,0.0,16.08,3.59,792.07,1992-12-19
4737,35596.79,0.4,228.7,0.0,18.81,9.67,1213.24,1992-12-20
4738,35596.79,2.71,197.65,0.0,19.86,11.03,1322.28,1992-12-21
4739,35596.79,2.0,181.96,0.0,18.43,11.31,1344.74,1992-12-22
4740,35596.79,0.0,234.57,0.0,22.41,12.96,1482.85,1992-12-23
4741,35596.79,0.0,288.52,0.0,22.2,9.08,1166.45,1992-12-24
4742,35596.79,0.0,324.44,0.0,16.83,0.58,633.72,1992-12-25
4743,35600.59,0.0,283.66,0.0,16.34,4.11,808.81,1992-12-26
4744,35623.75,0.0,181.66,0.0,10.75,4.22,817.4,1992-12-27
4745,35658.0,1.0,200.48,0.0,9.73,2.54,728.08,1992-12-28
4746,35697.59,0.0,216.19,0.0,12.55,4.68,854.59,1992-12-29
4747,35783.88,0.0,132.36,0.0,11.83,7.41,1032.94,1992-12-30
4748,35740.74,0.0,174.28,0.0,12.19,6.05,943.77,1992-12-31
4749,35829.19,0.0,305.21,0.0,20.17,6.77,981.55,1993-01-01
4750,35899.58,0.0,272.58,0.0,19.85,9.05,1163.94,1993-01-02
4751,35940.49,0.0,234.11,0.0,17.13,8.7,1135.94,1993-01-03
4752,35942.39,0.0,245.66,0.0,18.41,9.36,1188.43,1993-01-04
4753,35942.39,2.44,144.5,0.0,19.82,14.17,1614.15,1993-01-05
4754,35942.39,5.67,125.44,0.0,19.04,13.29,1524.52,1993-01-06
4755,35942.39,12.91,104.04,0.0,17.13,12.52,1447.46,1993-01-07
4756,35969.37,59.37,132.75,0.0,18.7,12.64,1452.36,1993-01-08
4757,36086.32,6.26,126.15,0.0,16.76,11.19,1334.94,1993-01-09
4758,36213.67,0.0,154.64,0.0,12.49,7.57,1045.64,1993-01-10
4759,36286.1,5.51,67.15,0.0,9.3,6.69,975.29,1993-01-11
4760,36288.0,16.7,86.51,0.0,11.06,7.53,1042.36,1993-01-12
4761,36288.0,14.95,145.31,0.0,15.18,8.84,1147.43,1993-01-13
4762,36288.0,0.0,305.93,0.0,15.43,3.84,805.36,1993-01-14
4763,36349.18,0.0,266.35,0.0,11.66,2.66,735.13,1993-01-15
4764,36520.41,0.0,256.38,0.0,12.16,3.65,795.07,1993-01-16
4765,36633.61,0.0,347.59,0.0,15.12,0.35,621.14,1993-01-17
4766,36633.61,0.0,343.34,0.0,16.71,2.33,723.61,1993-01-18
4767,36633.61,0.0,273.59,0.0,16.99,7.46,1037.11,1993-01-19
4768,36660.57,3.44,172.87,0.0,12.36,5.37,899.85,1993-01-20
4769,36866.02,7.08,189.5,0.0,13.12,5.0,879.98,1993-01-21
4770,36979.2,7.24,248.23,0.0,19.9,6.84,988.18,1993-01-22
4771,36979.2,0.0,382.68,0.0,20.51,0.19,617.66,1993-01-23
4772,36979.2,0.0,351.06,0.0,19.56,5.09,887.31,1993-01-24
4773,37079.99,10.24,278.37,0.0,14.73,-0.91,572.53,1993-01-25
4774,37305.85,0.0,304.16,0.0,10.7,0.77,644.31,1993-01-26
4775,37324.8,0.0,360.99,0.0,13.52,-0.31,600.0,1993-01-27
4776,37324.8,0.0,395.04,0.0,17.53,-1.73,541.64,1993-01-28
4777,37386.02,0.0,373.8,0.0,17.9,2.54,725.56,1993-01-29
4778,37651.44,0.0,349.66,0.0,17.21,4.44,836.27,1993-01-30
4779,37670.39,0.0,398.4,0.0,17.03,-1.34,556.69,1993-01-31
4780,37670.39,0.0,389.9,0.0,18.14,1.16,652.45,1993-02-01
4781,37771.18,0.0,386.56,0.0,17.58,1.26,665.64,1993-02-02
4782,38014.09,0.0,401.78,0.0,14.5,-3.3,477.57,1993-02-03
4783,38015.99,0.0,395.48,0.0,15.47,-1.65,546.15,1993-02-04
4784,38015.99,0.0,393.84,0.0,17.5,0.12,609.73,1993-02-05
4785,38203.1,0.0,328.93,0.0,17.55,5.36,907.24,1993-02-06
4786,38361.61,24.51,146.74,0.0,12.77,6.58,966.38,1993-02-07
4787,38361.61,15.59,213.83,0.0,14.16,4.5,840.04,1993-02-08
4788,38388.57,0.0,385.29,0.0,18.54,2.22,717.58,1993-02-09
4789,38705.3,0.0,223.0,0.0,14.37,6.96,996.43,1993-02-10
4790,38707.2,0.0,171.56,0.0,14.89,9.27,1181.94,1993-02-11
4791,38707.2,6.76,208.96,0.0,17.72,7.96,1076.42,1993-02-12
4792,38978.47,0.0,301.46,0.0,17.83,7.15,1011.77,1993-02-13
4793,39052.8,0.0,357.22,0.0,14.48,1.22,658.01,1993-02-14
4794,39052.8,0.0,360.93,0.0,15.15,1.61,687.86,1993-02-15
4795,39196.67,18.47,248.85,0.0,17.6,5.64,916.9,1993-02-16
4796,39398.37,14.38,331.36,0.0,19.37,-0.1,606.63,1993-02-17
4797,39398.37,0.0,338.78,0.0,11.44,-0.36,598.63,1993-02-18
4798,39459.59,0.0,388.03,0.0,7.97,-6.46,371.89,1993-02-19
4799,39744.01,0.0,375.76,0.0,12.25,-1.71,541.97,1993-02-20
4800,39744.01,0.0,285.72,0.0,17.06,7.28,1022.04,1993-02-21
4801,39747.81,4.64,201.35,0.0,19.78,10.78,1302.69,1993-02-22
4802,40089.58,0.0,421.4,0.0,18.22,1.33,670.71,1993-02-23
4803,40089.58,0.0,404.12,0.0,14.3,-0.58,586.46,1993-02-24
4804,40089.58,0.0,343.31,0.0,12.71,1.33,668.15,1993-02-25
4805,40435.2,20.28,237.98,0.0,13.07,2.94,755.14,1993-02-26
4806,40435.2,0.0,360.54,0.0,11.93,0.3,619.69,1993-02-27
4807,40435.2,0.0,398.47,0.0,13.63,0.16,614.82,1993-02-28
4808,40780.79,0.0,444.2,0.0,16.5,-0.41,596.03,1993-03-01
4809,40780.79,0.0,394.67,0.0,17.38,4.04,808.96,1993-03-02
4810,40780.79,27.56,165.7,0.0,14.25,8.0,1080.0,1993-03-03
4811,41126.38,29.89,189.85,0.0,14.55,7.53,1042.12,1993-03-04
4812,41126.38,0.0,329.02,0.0,14.9,5.62,920.0,1993-03-05
4813,41126.38,0.0,453.0,0.0,14.89,-0.2,603.03,1993-03-06
4814,41471.98,0.0,483.9,0.0,17.8,-0.26,598.8,1993-03-07
4815,41471.98,0.0,474.42,0.0,20.51,2.96,756.7,1993-03-08
4816,41475.78,0.0,472.98,0.0,24.07,5.74,917.47,1993-03-09
4817,41817.59,0.0,466.69,0.0,25.58,7.42,1033.62,1993-03-10
4818,41817.59,0.0,445.56,0.0,23.73,7.9,1071.81,1993-03-11
4819,41961.48,0.0,405.2,0.0,16.47,3.84,807.41,1993-03-12
4820,42163.18,34.72,328.63,0.0,13.23,-0.99,571.33,1993-03-13
4821,42163.18,0.0,349.36,0.0,3.24,-6.5,372.12,1993-03-14
4822,42508.81,0.0,454.66,0.0,7.62,-6.96,362.35,1993-03-15
4823,42508.81,0.0,420.51,0.0,12.18,-0.76,580.5,1993-03-16
4824,42508.81,26.86,219.86,0.0,14.04,5.93,920.02,1993-03-17
4825,42854.38,26.53,287.16,0.0,14.58,3.4,782.34,1993-03-18
4826,42854.38,0.0,436.87,0.0,16.07,2.68,739.09,1993-03-19
4827,42854.38,0.0,404.3,0.0,15.22,3.47,789.34,1993-03-20
4828,43199.99,0.0,393.87,0.0,19.51,7.97,1077.68,1993-03-21
4829,43199.99,0.0,385.15,0.0,22.61,11.2,1335.96,1993-03-22
4830,43199.99,0.0,306.96,0.0,23.25,14.59,1661.2,1993-03-23
4831,43545.61,8.7,268.63,0.0,23.6,13.22,1515.79,1993-03-24
4832,43545.61,0.0,486.11,0.0,23.83,7.4,1031.61,1993-03-25
4833,43545.61,14.35,284.04,0.0,21.71,11.0,1319.92,1993-03-26
4834,43891.19,35.61,327.13,0.0,20.39,7.53,1042.76,1993-03-27
4835,43891.19,0.0,452.88,0.0,22.59,8.64,1131.31,1993-03-28
4836,43891.19,0.0,509.04,0.0,25.99,7.69,1055.51,1993-03-29
4837,44236.79,0.0,499.59,0.0,27.54,9.61,1209.15,1993-03-30
4838,44236.79,40.64,330.33,0.0,28.17,13.9,1592.33,1993-03-31
4839,44395.31,17.56,361.65,0.0,26.14,9.97,1237.56,1993-04-01
4840,44582.41,0.0,444.73,0.0,21.2,7.72,1057.68,1993-04-02
4841,44582.41,0.0,486.69,0.0,15.42,0.32,621.53,1993-04-03
4842,44901.07,0.0,413.54,0.0,16.3,4.46,837.34,1993-04-04
4843,44927.98,5.39,186.83,0.0,17.15,10.62,1289.8,1993-04-05
4844,44927.98,1.35,426.94,0.0,19.3,6.54,963.33,1993-04-06
4845,45273.6,0.0,452.77,0.0,19.99,6.85,988.13,1993-04-07
4846,45273.6,0.0,477.19,0.0,22.25,7.84,1067.02,1993-04-08
4847,45273.6,0.0,427.89,0.0,23.18,11.06,1324.81,1993-04-09
4848,45619.19,5.59,344.05,0.0,22.18,9.02,1161.57,1993-04-10
4849,45619.19,0.0,529.69,0.0,25.88,7.85,1067.74,1993-04-11
4850,45619.19,0.0,521.34,0.0,28.0,10.07,1245.24,1993-04-12
4851,45964.79,0.0,505.88,0.0,29.07,11.81,1384.57,1993-04-13
4852,45964.79,0.0,525.82,0.0,28.6,10.0,1240.08,1993-04-14
4853,45964.79,0.0,447.07,0.0,27.92,14.09,1607.29,1993-04-15
4854,46310.41,13.71,338.37,0.0,22.25,9.0,1159.66,1993-04-16
4855,46310.41,0.0,501.36,0.0,20.89,5.33,905.9,1993-04-17
4856,46310.41,0.0,484.58,0.0,22.22,7.37,1029.55,1993-04-18
4857,46652.23,0.0,506.56,0.0,24.09,7.68,1054.23,1993-04-19
4858,46656.03,0.0,503.57,0.0,25.53,8.95,1155.9,1993-04-20
4859,46656.03,1.43,449.55,0.0,24.91,11.09,1327.33,1993-04-21
4860,46940.39,0.0,503.56,0.0,19.54,3.7,800.27,1993-04-22
4861,47001.59,0.0,549.18,0.0,20.9,1.72,697.39,1993-04-23
4862,47001.59,0.0,548.79,0.0,24.1,4.32,825.71,1993-04-24
4863,47203.29,0.0,517.05,0.0,26.15,8.06,1084.93,1993-04-25
4864,47347.2,12.17,308.3,0.0,26.8,13.84,1587.24,1993-04-26
4865,47347.2,0.0,479.8,0.0,25.2,9.44,1194.96,1993-04-27
4866,47421.54,0.0,519.96,0.0,23.72,6.01,929.55,1993-04-28
4867,47692.82,0.0,534.88,0.0,24.7,5.86,920.31,1993-04-29
4868,47692.82,0.0,507.21,0.0,25.15,7.95,1075.67,1993-04-30
4869,47694.71,0.0,399.78,0.0,24.49,12.37,1429.41,1993-05-01
4870,48011.43,0.0,303.8,0.0,24.25,15.45,1756.11,1993-05-02
4871,48038.37,4.71,232.13,0.0,24.99,16.65,1891.52,1993-05-03
4872,48038.37,20.74,199.91,0.0,25.18,17.6,2016.14,1993-05-04
4873,48196.88,5.19,407.02,0.0,27.82,13.57,1561.15,1993-05-05
4874,48384.0,0.0,472.03,0.0,29.75,13.97,1597.61,1993-05-06
4875,48384.0,0.0,466.49,0.0,31.21,15.34,1747.06,1993-05-07
4876,48385.9,0.0,450.82,0.0,31.74,16.49,1878.83,1993-05-08
4877,48628.82,0.0,440.62,0.0,30.24,15.73,1778.16,1993-05-09
4878,48729.62,0.0,459.5,0.0,29.11,13.93,1594.42,1993-05-10
4879,48729.62,0.0,434.52,0.0,28.6,14.71,1674.26,1993-05-11
4880,48748.57,0.0,419.79,0.0,28.29,15.16,1730.19,1993-05-12
4881,49014.0,2.34,307.14,0.0,25.47,15.47,1757.41,1993-05-13
4882,49075.19,14.51,331.75,0.0,25.86,12.53,1442.17,1993-05-14
4883,49075.19,0.0,471.64,0.0,27.57,12.68,1454.86,1993-05-15
4884,49094.14,0.0,470.72,0.0,28.93,13.8,1581.92,1993-05-16
4885,49320.01,0.0,460.44,0.0,30.23,15.34,1747.52,1993-05-17
4886,49420.8,0.0,424.53,0.0,30.95,17.5,2000.38,1993-05-18
4887,49420.8,0.0,431.53,0.0,29.98,16.5,1880.0,1993-05-19
4888,49420.8,6.33,322.16,0.0,25.4,13.01,1492.59,1993-05-20
4889,49534.0,0.0,479.41,0.0,24.75,10.19,1255.35,1993-05-21
4890,49739.45,0.0,522.18,0.0,24.56,7.84,1067.22,1993-05-22
4891,49766.41,0.0,520.52,0.0,26.87,9.87,1229.44,1993-05-23
4892,49766.41,0.0,502.66,0.0,28.76,12.47,1437.6,1993-05-24
4893,49766.41,0.0,427.65,0.0,29.64,16.71,1896.98,1993-05-25
4894,49879.59,5.18,294.29,0.0,28.5,17.72,2034.85,1993-05-26
4895,50050.81,0.0,399.23,0.0,28.99,17.37,1984.04,1993-05-27
4896,50112.01,0.0,406.37,0.0,30.06,18.15,2087.41,1993-05-28
4897,50112.01,0.0,394.02,0.0,29.96,18.67,2148.56,1993-05-29
4898,50112.01,0.0,449.44,0.0,31.46,17.88,2061.08,1993-05-30
4899,50113.92,0.0,428.72,0.0,31.41,18.67,2147.26,1993-05-31
4900,50186.36,10.12,323.62,0.0,30.7,17.89,2056.96,1993-06-01
4901,50313.71,0.0,453.39,0.0,30.15,16.44,1861.36,1993-06-02
4902,50430.66,0.0,479.97,0.0,32.38,16.73,1898.22,1993-06-03
4903,50457.62,0.0,414.46,0.0,32.79,19.95,2315.79,1993-06-04
4904,50457.62,0.0,381.18,0.0,33.22,21.61,2576.98,1993-06-05
4905,50457.62,0.0,427.92,0.0,33.63,20.23,2357.39,1993-06-06
4906,50457.62,0.0,461.15,0.0,35.06,19.83,2310.25,1993-06-07
4907,50459.52,0.0,436.96,0.0,35.84,21.5,2560.0,1993-06-08
4908,50500.44,0.0,485.44,0.0,35.75,19.03,2205.12,1993-06-09
4909,50570.8,0.0,461.78,0.0,35.69,20.17,2347.78,1993-06-10
4910,50616.13,0.0,450.62,0.0,36.25,21.04,2487.0,1993-06-11
4911,50702.39,0.0,448.79,0.0,34.99,20.1,2339.32,1993-06-12
4912,50741.98,0.0,422.43,0.0,33.78,20.33,2372.91,1993-06-13
4913,50776.23,0.0,401.71,0.0,32.9,20.5,2400.0,1993-06-14
4914,50799.36,0.0,408.26,0.0,31.52,19.22,2235.46,1993-06-15
4915,50803.17,0.0,447.08,0.0,32.96,18.8,2167.89,1993-06-16
4916,50803.17,0.0,478.66,0.0,33.51,17.84,1963.38,1993-06-17
4917,50803.17,0.0,489.19,0.0,33.27,17.08,1859.5,1993-06-18
4918,50803.17,0.0,473.79,0.0,32.96,17.5,1933.14,1993-06-19
4919,50803.17,0.0,469.16,0.0,33.27,17.94,1991.21,1993-06-20
4920,50803.17,0.0,429.29,0.0,33.21,19.64,2271.05,1993-06-21
4921,50803.17,5.86,287.31,0.0,31.99,20.52,2403.51,1993-06-22
4922,50803.17,0.0,436.88,0.0,33.24,19.57,2241.46,1993-06-23
4923,50803.17,0.06,442.07,0.0,34.45,20.27,2323.3,1993-06-24
4924,50803.17,9.96,308.29,0.0,32.83,20.15,2348.25,1993-06-25
4925,50803.17,3.09,315.83,0.0,31.67,20.18,2330.02,1993-06-26
4926,50803.17,14.48,292.92,0.0,31.56,20.71,2425.99,1993-06-27
4927,50799.36,13.56,279.85,0.0,31.5,20.46,2393.02,1993-06-28
4928,50776.23,5.25,285.03,0.0,30.35,20.52,2403.75,1993-06-29
4929,50741.98,5.07,291.48,0.0,31.14,21.0,2445.91,1993-06-30
4930,50659.3,0.0,363.39,0.0,32.75,22.14,2527.68,1993-07-01
4931,50616.13,11.41,318.8,0.0,33.88,21.0,2430.26,1993-07-02
4932,50531.97,0.0,428.66,0.0,34.71,21.56,2337.99,1993-07-03
4933,50476.57,0.0,424.93,0.0,35.0,21.91,2394.58,1993-07-04
4934,50457.62,0.0,422.93,0.0,34.27,21.41,2304.88,1993-07-05
4935,50457.62,0.0,427.67,0.0,35.0,21.83,2339.02,1993-07-06
4936,50457.62,0.0,438.21,0.0,35.66,21.97,2330.16,1993-07-07
4937,50457.62,12.74,327.02,0.0,35.27,21.37,2489.88,1993-07-08
4938,50453.81,0.0,412.31,0.0,33.64,21.34,2383.89,1993-07-09
4939,50396.41,0.0,434.74,0.0,34.47,21.28,2293.74,1993-07-10
4940,50270.54,0.0,449.84,0.0,34.68,20.89,2207.64,1993-07-11
4941,50154.83,0.0,455.06,0.0,33.64,19.91,2077.15,1993-07-12
4942,50112.01,0.0,415.58,0.0,32.53,20.5,2242.34,1993-07-13
4943,50112.01,0.0,448.26,0.0,33.49,20.05,2109.94,1993-07-14
4944,50112.01,0.0,443.71,0.0,34.53,21.0,2239.19,1993-07-15
4945,50108.2,0.0,441.36,0.0,35.53,22.0,2295.39,1993-07-16
4946,49968.11,0.0,439.81,0.0,36.68,22.98,2431.79,1993-07-17
4947,49785.37,0.11,444.49,0.0,37.0,23.0,2421.49,1993-07-18
4948,49766.41,0.13,435.56,0.0,37.09,23.5,2519.25,1993-07-19
4949,49766.41,5.17,316.66,0.0,36.19,23.02,2738.83,1993-07-20
4950,49766.41,0.0,449.62,0.0,37.18,23.01,2440.12,1993-07-21
4951,49622.49,0.08,442.38,0.0,37.31,23.29,2501.66,1993-07-22
4952,49439.75,1.05,412.2,0.0,35.86,22.99,2546.17,1993-07-23
4953,49420.8,0.0,409.17,0.0,35.08,22.9,2551.65,1993-07-24
4954,49420.8,0.0,402.22,0.0,35.5,23.48,2657.65,1993-07-25
4955,49417.0,0.0,400.93,0.0,36.0,24.0,2656.62,1993-07-26
4956,49188.37,3.84,363.59,0.0,36.09,22.93,2605.03,1993-07-27
4957,49075.19,0.01,447.67,0.0,36.82,22.69,2366.05,1993-07-28
4958,49075.19,0.0,432.67,0.0,36.57,23.0,2451.82,1993-07-29
4959,49075.19,0.0,432.72,0.0,36.67,22.99,2451.8,1993-07-30
4960,48888.12,0.0,502.24,0.0,35.99,19.13,1815.04,1993-07-31
4961,48729.62,0.0,541.5,0.0,36.27,16.58,1487.61,1993-08-01
4962,48729.62,0.0,464.33,0.0,35.56,20.44,2019.6,1993-08-02
4963,48729.62,0.0,354.09,0.0,32.31,22.0,2371.7,1993-08-03
4964,48497.18,1.21,389.77,0.0,33.36,21.04,2118.6,1993-08-04
4965,48384.0,8.07,301.37,0.0,32.74,20.56,2294.62,1993-08-05
4966,48384.0,0.81,365.4,0.0,32.06,20.99,2246.77,1993-08-06
4967,48357.01,7.93,242.67,0.0,30.34,21.16,2504.43,1993-08-07
4968,48040.27,19.22,256.22,0.0,29.96,20.33,2372.47,1993-08-08
4969,48038.37,0.0,342.05,0.0,30.74,21.06,2468.4,1993-08-09
4970,48038.37,3.55,301.53,0.0,31.21,20.56,2378.08,1993-08-10
4971,47806.0,0.0,397.07,0.0,31.37,19.93,2219.6,1993-08-11
4972,47692.82,0.0,428.07,0.0,32.51,19.75,2119.67,1993-08-12
4973,47692.82,0.0,408.94,0.0,33.09,21.02,2245.0,1993-08-13
4974,47631.61,0.0,336.06,0.0,33.19,23.48,2793.61,1993-08-14
4975,47347.2,0.0,382.98,0.0,33.16,22.05,2454.54,1993-08-15
4976,47347.2,0.0,401.73,0.0,33.81,21.97,2395.24,1993-08-16
4977,47347.2,0.0,448.4,0.0,34.85,20.99,2146.97,1993-08-17
4978,47001.59,6.01,338.71,0.0,35.51,22.48,2598.58,1993-08-18
4979,47001.59,0.0,442.43,0.0,35.77,21.86,2272.97,1993-08-19
4980,47001.59,0.0,431.56,0.0,35.38,21.99,2319.58,1993-08-20
4981,46674.98,0.0,426.17,0.0,35.79,22.5,2403.59,1993-08-21
4982,46656.03,0.0,414.79,0.0,35.27,22.5,2438.14,1993-08-22
4983,46656.03,0.0,414.68,0.0,34.66,21.97,2369.58,1993-08-23
4984,46353.22,0.0,391.48,0.0,34.24,22.45,2500.49,1993-08-24
4985,46310.41,0.0,435.62,0.0,34.47,20.94,2153.21,1993-08-25
4986,46310.41,0.0,455.75,0.0,34.5,20.0,1992.06,1993-08-26
4987,46039.14,0.0,463.07,0.0,34.93,19.89,1964.99,1993-08-27
4988,45964.79,0.0,422.64,0.0,34.0,20.91,2186.6,1993-08-28
4989,45964.79,0.0,412.01,0.0,34.04,21.33,2268.48,1993-08-29
4990,45662.0,4.35,268.43,0.0,32.5,21.93,2616.38,1993-08-30
4991,45619.19,0.0,390.14,0.0,32.57,21.23,2291.55,1993-08-31
4992,45619.19,0.0,404.45,0.0,33.43,21.46,2283.9,1993-09-01
4993,45292.54,1.02,372.21,0.0,33.57,22.47,2509.56,1993-09-02
4994,45273.6,0.0,382.84,0.0,33.62,22.27,2463.14,1993-09-03
4995,45273.6,7.23,250.59,0.0,31.26,22.5,2719.75,1993-09-04
4996,44927.98,5.16,236.92,0.0,30.52,22.09,2647.06,1993-09-05
4997,44927.98,0.0,356.23,0.0,31.02,20.93,2405.86,1993-09-06
4998,44927.98,19.86,259.28,0.0,29.97,20.29,2367.59,1993-09-07
4999,44582.41,12.01,220.39,0.0,27.0,19.29,2241.64,1993-09-08
5000,44582.41,0.0,356.22,0.0,30.08,20.0,2327.72,1993-09-09
5001,44582.41,8.71,256.13,0.0,29.99,21.38,2540.25,1993-09-10
5002,44236.79,0.0,429.32,0.0,29.72,16.82,1894.45,1993-09-11
5003,44236.79,0.0,427.1,0.0,30.62,17.53,1989.09,1993-09-12
5004,44236.79,0.0,362.64,0.0,30.82,20.22,2355.62,1993-09-13
5005,43891.19,0.0,372.13,0.0,31.62,20.45,2391.83,1993-09-14
5006,43891.19,0.71,341.52,0.0,32.13,21.17,2507.57,1993-09-15
5007,43891.19,0.0,390.61,0.0,32.37,20.23,2353.63,1993-09-16
5008,43545.61,0.0,383.29,0.0,32.48,20.57,2409.73,1993-09-17
5009,43545.61,0.0,373.15,0.0,32.18,20.75,2438.15,1993-09-18
5010,43545.61,0.0,402.27,0.0,32.04,19.32,2230.43,1993-09-19
5011,43199.99,0.0,392.19,0.0,32.94,20.41,2381.83,1993-09-20
5012,43199.99,4.74,299.88,0.0,32.83,20.88,2461.03,1993-09-21
5013,42854.38,0.0,443.58,0.0,32.55,17.12,1924.46,1993-09-22
5014,42854.38,0.0,461.24,0.0,32.49,15.54,1730.25,1993-09-23
5015,42854.38,0.0,441.77,0.0,33.08,17.14,1912.03,1993-09-24
5016,42508.81,0.0,410.58,0.0,33.83,19.39,2235.54,1993-09-25
5017,42508.81,0.0,415.27,0.0,33.0,18.54,2072.39,1993-09-26
5018,42508.81,0.0,408.89,0.0,31.9,18.02,1969.42,1993-09-27
5019,42163.18,0.0,477.57,0.0,26.95,9.48,1083.99,1993-09-28
5020,42163.18,0.0,463.73,0.0,27.5,10.69,1171.05,1993-09-29
5021,42163.18,0.0,468.87,0.0,26.88,9.35,1071.69,1993-09-30
5022,41817.59,0.0,482.57,0.0,25.01,6.28,841.52,1993-10-01
5023,41817.59,0.0,480.84,0.0,27.67,7.84,923.98,1993-10-02
5024,41817.59,0.0,465.79,0.0,29.59,10.3,1094.01,1993-10-03
5025,41471.98,0.0,444.0,0.0,30.34,12.25,1265.17,1993-10-04
5026,41471.98,0.0,444.85,0.0,30.04,11.4,1199.18,1993-10-05
5027,41471.98,0.0,410.0,0.0,29.33,13.06,1387.19,1993-10-06
5028,41126.38,0.49,336.92,0.0,27.51,14.79,1612.05,1993-10-07
5029,41126.38,3.36,193.91,0.0,24.65,16.12,1821.69,1993-10-08
5030,41124.48,0.0,354.18,0.0,28.38,14.83,1611.11,1993-10-09
5031,40780.79,0.0,361.71,0.0,29.18,14.87,1598.29,1993-10-10
5032,40780.79,0.0,408.71,0.0,24.04,7.51,968.3,1993-10-11
5033,40737.97,0.0,400.11,0.0,22.76,6.72,931.3,1993-10-12
5034,40435.2,0.0,402.98,0.0,22.72,6.16,897.36,1993-10-13
5035,40435.2,0.0,354.47,0.0,24.32,10.21,1218.74,1993-10-14
5036,40392.38,0.0,252.69,0.0,25.31,15.73,1780.8,1993-10-15
5037,40089.58,7.53,125.37,0.0,23.64,17.53,2005.22,1993-10-16
5038,40089.58,10.16,114.27,0.0,23.54,18.02,2076.66,1993-10-17
5039,40046.77,0.0,263.33,0.0,26.72,16.58,1884.42,1993-10-18
